date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:28	64372/64372	---M-Z	200	added ('OK')	text/html	etag:%22fb74-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-profile.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-profile.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:28	30106/30106	---M-Z	200	added ('OK')	text/html	etag:%22759a-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-profile-setting.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-profile-setting.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:29	6689/6689	---M-Z	200	added ('OK')	text/html	etag:%221a21-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/login.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/login.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:29	71702/71702	---M-Z	200	added ('OK')	text/html	etag:%2211816-5c02516087c04-gzip%22	https://shreethemes.in/doctris/html/index-two.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/index-two.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:29	62464/62464	---M-Z	200	added ('OK')	text/html	etag:%22f400-5c02516087c04-gzip%22	https://shreethemes.in/doctris/html/index-three.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/index-three.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:29	61536/61536	---M-Z	200	added ('OK')	text/html	etag:%22f060-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/doctor-appointment.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-appointment.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:30	44521/44521	---M-Z	200	added ('OK')	text/html	etag:%22ade9-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/patient-list.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/patient-list.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:30	20551/20551	---M-Z	200	added ('OK')	text/html	etag:%225047-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-schedule.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-schedule.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:30	48919/48919	---M-Z	200	added ('OK')	text/html	etag:%22bf17-5c02516087c04-gzip%22	https://shreethemes.in/doctris/html/invoices.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/invoices.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:30	34703/34703	---M-Z	200	added ('OK')	text/html	etag:%22878f-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/patient-review.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/patient-review.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:30	57436/57436	---M-Z	200	added ('OK')	text/html	etag:%22e05c-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-messages.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-messages.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:31	54758/54758	---M-Z	200	added ('OK')	text/html	etag:%22d5e6-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/doctor-chat.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-chat.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:31	7533/7533	---M-Z	200	added ('OK')	text/html	etag:%221d6d-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/signup.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/signup.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:31	4388/4388	---M-Z	200	added ('OK')	text/html	etag:%221124-5c025160781ff-gzip%22	https://shreethemes.in/doctris/html/forgot-password.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/forgot-password.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:31	33643/33643	---M-Z	200	added ('OK')	text/html	etag:%22836b-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-team-one.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-team-one.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:32	51458/51458	---M-Z	200	added ('OK')	text/html	etag:%22c902-5c0251607149d-gzip%22	https://shreethemes.in/doctris/html/doctor-team-two.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-team-two.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:32	56228/56228	---M-Z	200	added ('OK')	text/html	etag:%22dba4-5c0251606f55c-gzip%22	https://shreethemes.in/doctris/html/doctor-team-three.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/doctor-team-three.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:32	69535/69535	---M-Z	200	added ('OK')	text/html	etag:%2210f9f-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/patient-dashboard.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/patient-dashboard.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:32	60380/60380	---M-Z	200	added ('OK')	text/html	etag:%22ebdc-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/patient-profile.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/patient-profile.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:32	36665/36665	---M-Z	200	added ('OK')	text/html	etag:%228f39-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/booking-appointment.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/booking-appointment.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:33	29774/29774	---M-Z	200	added ('OK')	text/html	etag:%22744e-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/patient-invoice.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/patient-invoice.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:33	49431/49431	---M-Z	200	added ('OK')	text/html	etag:%22c117-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:33	77188/77188	---M-Z	200	added ('OK')	text/html	etag:%2212d84-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy-shop.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy-shop.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:33	50819/50819	---M-Z	200	added ('OK')	text/html	etag:%22c683-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy-product-detail.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy-product-detail.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:34	30880/30880	---M-Z	200	added ('OK')	text/html	etag:%2278a0-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy-shop-cart.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy-shop-cart.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:34	33701/33701	---M-Z	200	added ('OK')	text/html	etag:%2283a5-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy-checkout.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy-checkout.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:34	38037/38037	---M-Z	200	added ('OK')	text/html	etag:%229495-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/pharmacy-account.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/pharmacy-account.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:34	38510/38510	---M-Z	200	added ('OK')	text/html	etag:%22966e-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/aboutus.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/aboutus.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:34	31303/31303	---M-Z	200	added ('OK')	text/html	etag:%227a47-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/departments.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/departments.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:35	33103/33103	---M-Z	200	added ('OK')	text/html	etag:%22814f-5c0251607149d-gzip%22	https://shreethemes.in/doctris/html/faqs.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/faqs.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:35	37665/37665	---M-Z	200	added ('OK')	text/html	etag:%229321-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/blogs.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/blogs.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:35	47023/47023	---M-Z	200	added ('OK')	text/html	etag:%22b7af-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/blog-detail.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/blog-detail.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:36	30304/30304	---M-Z	200	added ('OK')	text/html	etag:%227660-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/terms.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/terms.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:36	24734/24734	---M-Z	200	added ('OK')	text/html	etag:%22609e-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/privacy.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/privacy.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:36	2914/2914	---M-Z	200	added ('OK')	text/html	etag:%22b62-5c0251607149d-gzip%22	https://shreethemes.in/doctris/html/error.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/error.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:36	28426/28426	---M-Z	200	added ('OK')	text/html	etag:%226f0a-5c0251606e5bc-gzip%22	https://shreethemes.in/doctris/html/contact.html	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/contact.html	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:37	26193/26193	---M--	200	added ('OK')	image/jpeg	etag:%226651-5c0251607ff01%22	https://shreethemes.in/doctris/html/images/doctors/profile-bg.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/doctors/profile-bg.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:37	31447/31447	---M--	200	added ('OK')	image/jpeg	etag:%227ad7-5c0251607dfc1%22	https://shreethemes.in/doctris/html/images/client/01.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/01.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:37	24999/24999	---M--	200	added ('OK')	image/jpeg	etag:%2261a7-5c0251607dfc1%22	https://shreethemes.in/doctris/html/images/client/02.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/02.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:37	26994/26994	---M--	200	added ('OK')	image/jpeg	etag:%226972-5c0251607dfc1%22	https://shreethemes.in/doctris/html/images/client/03.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/03.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:37	32126/32126	---M--	200	added ('OK')	image/jpeg	etag:%227d7e-5c0251607dfc1%22	https://shreethemes.in/doctris/html/images/client/04.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/04.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:38	22196/22196	---M--	200	added ('OK')	image/jpeg	etag:%2256b4-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/05.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/05.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:38	30409/30409	---M--	200	added ('OK')	image/jpeg	etag:%2276c9-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/06.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/06.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:38	22068/22068	---M--	200	added ('OK')	image/jpeg	etag:%225634-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/07.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/07.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:38	30174/30174	---M--	200	added ('OK')	image/jpeg	etag:%2275de-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/08.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/08.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:38	20510/20510	---M--	200	added ('OK')	image/jpeg	etag:%22501e-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/09.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/09.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:39	18180/18180	---M--	200	added ('OK')	image/jpeg	etag:%224704-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/10.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/10.jpg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:39	3509/3509	---M--	200	added ('OK')	image/svg+xml	etag:%22db5-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/amazon.svg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/amazon.svg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:39	2117/2117	---M--	200	added ('OK')	image/svg+xml	etag:%22845-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/google.svg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/google.svg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:39	2048/2048	---M--	200	added ('OK')	image/svg+xml	etag:%22800-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/lenovo.svg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/lenovo.svg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:39	3702/3702	---M--	200	added ('OK')	image/svg+xml	etag:%22e76-5c0251607ef61%22	https://shreethemes.in/doctris/html/images/client/paypal.svg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/client/paypal.svg	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:40	80821/80821	---M-Z	200	added ('OK')	application/javascript	etag:%2213bb5-5c02516088ba4-gzip%22	https://shreethemes.in/doctris/html/js/bootstrap.bundle.min.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/bootstrap.bundle.min.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:40	31966/31966	---M-Z	200	added ('OK')	application/javascript	etag:%227cde-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/js/tiny-slider.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/tiny-slider.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:40	1716/1716	---M-Z	200	added ('OK')	application/javascript	etag:%226b4-5c0251608aae4-gzip%22	https://shreethemes.in/doctris/html/js/tiny-slider-init.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/tiny-slider-init.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:40	470213/470213	---MCZ	200	added ('OK')	application/javascript	etag:%2272cc5-5c02516088ba4-gzip%22	https://shreethemes.in/doctris/html/js/apexcharts.min.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/apexcharts.min.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:41	3960/3960	---M-Z	200	added ('OK')	application/javascript	etag:%22f78-5c02516088ba4-gzip%22	https://shreethemes.in/doctris/html/js/areachart.init.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/areachart.init.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:41	75779/75779	---M-Z	200	added ('OK')	application/javascript	etag:%2212803-5c02516089b44-gzip%22	https://shreethemes.in/doctris/html/js/feather.min.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/feather.min.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:41	5566/5566	---M-Z	200	added ('OK')	application/javascript	etag:%2215be-5c02516088ba4-gzip%22	https://shreethemes.in/doctris/html/js/app.js	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/js/app.js	(from https://shreethemes.in/doctris/html/doctor-dashboard.html)
18:51:42	1005160/1005160	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-5c0251607149d%22	https://shreethemes.in/doctris/html/fonts/materialdesignicons-webfont.eot?v=5.8.55	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/materialdesignicons-webfonte910.eot	(from https://shreethemes.in/doctris/html/css/materialdesignicons.min.css)
18:51:42	319984/319984	---M--	200	added ('OK')	font/woff2	etag:%224e1f0-5c0251607437e%22	https://shreethemes.in/doctris/html/fonts/materialdesignicons-webfont.woff2?v=5.8.55	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/materialdesignicons-webfonte910.woff2	(from https://shreethemes.in/doctris/html/css/materialdesignicons.min.css)
18:51:42	1005160/1005160	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-5c0251607149d%22	https://shreethemes.in/doctris/html/fonts/materialdesignicons-webfont.eot?	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/materialdesignicons-webfontd41d.eot	(from https://shreethemes.in/doctris/html/css/materialdesignicons.min.css)
18:51:42	456532/456532	---M--	200	added ('OK')	font/woff	etag:%226f754-5c025160733dd%22	https://shreethemes.in/doctris/html/fonts/materialdesignicons-webfont.woff?v=5.8.55	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/materialdesignicons-webfonte910.woff	(from https://shreethemes.in/doctris/html/css/materialdesignicons.min.css)
18:51:43	1004940/1004940	---M--	200	added ('OK')	font/ttf	etag:%22f558c-5c025160733dd%22	https://shreethemes.in/doctris/html/fonts/materialdesignicons-webfont.ttf?v=5.8.55	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/materialdesignicons-webfonte910.ttf	(from https://shreethemes.in/doctris/html/css/materialdesignicons.min.css)
18:51:43	403228/403228	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226271c-5c0251607437e%22	https://shreethemes.in/doctris/html/fonts/remixicon.eot?t=1590207869815	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/remixicondf6d.eot	(from https://shreethemes.in/doctris/html/css/remixicon.css)
18:51:43	125268/125268	---M--	200	added ('OK')	font/woff2	etag:%221e954-5c025160781ff%22	https://shreethemes.in/doctris/html/fonts/remixicon.woff2?t=1590207869815	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/remixicondf6d.woff2	(from https://shreethemes.in/doctris/html/css/remixicon.css)
18:51:43	172876/172876	---M--	200	added ('OK')	font/woff	etag:%222a34c-5c025160781ff%22	https://shreethemes.in/doctris/html/fonts/remixicon.woff?t=1590207869815	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/remixicondf6d.woff	(from https://shreethemes.in/doctris/html/css/remixicon.css)
18:51:43	403056/403056	---M--	200	added ('OK')	font/ttf	etag:%2262670-5c025160781ff%22	https://shreethemes.in/doctris/html/fonts/remixicon.ttf?t=1590207869815	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/remixicondf6d.ttf	(from https://shreethemes.in/doctris/html/css/remixicon.css)
18:51:44	1195522/1195522	---M--	200	added ('OK')	image/svg+xml	etag:%22123e02-5c025160762be%22	https://shreethemes.in/doctris/html/fonts/remixicon.svg?t=1590207869815	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/fonts/remixicondf6d.svg	(from https://shreethemes.in/doctris/html/css/remixicon.css)
18:51:44	17962/17962	---M--	200	added ('OK')	image/png	etag:%22462a-5c02516080ea1%22	https://shreethemes.in/doctris/html/images/logo-light.png	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/logo-light.png	(from https://shreethemes.in/doctris/html/index.html)
18:51:44	124735/124735	---M--	200	added ('OK')	image/jpeg	etag:%221e73f-5c0251607919f%22	https://shreethemes.in/doctris/html/images/bg/01.jpg	D:/FPT%20University/Full%20stack/Front-end/HCI%20Project%20Template/shreethemes.in/doctris/html/images/bg/01.jpg	(from https://shreethemes.in/doctris/html/index.html)
